partition_index,partition_id,calibration_condition_ids,evaluation_condition_ids,calibration_condition_count,evaluation_condition_count,fallback_calibration_count,specialist_calibration_count,fallback_evaluation_count,specialist_evaluation_count
123,partition_123_a8f4d794e84f,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC62.5,6,4,6,0,2,2
124,partition_124_64d34ab7bae7,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50,6,4,6,0,2,2
125,partition_125_c01879e9ed11,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5,6,4,6,0,2,2
126,partition_126_9d7b2020b7de,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25,6,4,6,0,2,2
127,partition_127_7b5bdb34d771,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
128,partition_128_d87d21e1e58f,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
129,partition_129_1e37d8f0c273,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
130,partition_130_59fc6162ca9b,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
131,partition_131_e6a298aea7bd,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
132,partition_132_cd838441716e,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
133,partition_133_8bfaf93c76c5,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
134,partition_134_7894a50e20f6,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
135,partition_135_ba73c4d51998,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
136,partition_136_ccf58b2d1877,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,6,4,4,2,4,0
137,partition_137_3d4e005292a1,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
138,partition_138_5126c0b10800,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
139,partition_139_eb455d6bbfb3,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
140,partition_140_86f886c499be,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
141,partition_141_c532bea7dd44,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
142,partition_142_64f7411176db,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,6,4,4,2,4,0
143,partition_143_bb81e33fad33,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
144,partition_144_389c9924c841,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
145,partition_145_13b30f0f14a8,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5,6,4,4,2,4,0
146,partition_146_d96904ff92d7,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50,6,4,4,2,4,0
147,partition_147_926310e6e213,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
148,partition_148_e4a2b2b691e2,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
149,partition_149_505791008c67,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
150,partition_150_bd5da8eae96b,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
151,partition_151_8863b132b8cc,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
152,partition_152_86a3cfd89e98,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,6,4,5,1,3,1
153,partition_153_0ecf8daca507,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
154,partition_154_dfcf7feb57a5,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
155,partition_155_210130e203d1,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5,6,4,5,1,3,1
156,partition_156_017130434c47,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50,6,4,5,1,3,1
157,partition_157_2ebf34f35e9b,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
158,partition_158_26a55b20d371,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
159,partition_159_934458f4d95a,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5,6,4,5,1,3,1
160,partition_160_527789776c39,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50,6,4,5,1,3,1
161,partition_161_829857529966,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5,6,4,5,1,3,1
162,partition_162_db49055c6d22,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
163,partition_163_7de3fdf82f1d,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
164,partition_164_fa369e232166,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
165,partition_165_8e51fc4be652,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
166,partition_166_a1a0ab10a063,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
167,partition_167_fc555aa003d0,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,6,4,4,2,4,0
168,partition_168_f3b91f265f50,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
169,partition_169_42d033f06c57,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
170,partition_170_16454852c20b,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5,6,4,4,2,4,0
171,partition_171_10b388a526bc,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50,6,4,4,2,4,0
172,partition_172_b738ecc8b7fd,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC87.5,6,4,4,2,4,0
173,partition_173_d826be46b6ca,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC75,6,4,4,2,4,0
174,partition_174_233fda98d75b,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC62.5,6,4,4,2,4,0
175,partition_175_02cafaa6534a,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50,6,4,4,2,4,0
176,partition_176_7f159a374154,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5,6,4,4,2,4,0
177,partition_177_a3c548d896c9,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
178,partition_178_eb4a6081f8e9,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC75,6,4,5,1,3,1
179,partition_179_0d741e9aef81,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC62.5,6,4,5,1,3,1
180,partition_180_f4cda9fe4706,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC50,6,4,5,1,3,1
181,partition_181_fb10874f2ae7,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC37.5,6,4,5,1,3,1
182,partition_182_5d08e1c675b8,NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25,6,4,5,1,3,1
183,partition_183_cd1dcd05c242,NAUMANN_CAL_T40_SOC100;NAUMANN_CAL_T40_SOC12.5;NAUMANN_CAL_T40_SOC25;NAUMANN_CAL_T40_SOC37.5;NAUMANN_CAL_T40_SOC50;NAUMANN_CAL_T40_SOC62.5,NAUMANN_CAL_T25_SOC50;NAUMANN_CAL_T40_SOC0;NAUMANN_CAL_T40_SOC75;NAUMANN_CAL_T40_SOC87.5,6,4,5,1,3,1
